"","ensembl_ids","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SYMBOL"
"11200","ENSG00000169621.11",100.863246899164,1.46520248069391,0.345111457475623,4.24559210931851,2.18016923408256e-05,0.00631138425632616,"APLF"
"11270","ENSG00000169994.20",25.2109534236621,-3.19004176929263,0.679065079019372,-4.69769668306214,2.63111773891323e-06,0.00149490036529848,"MYO7B"
"11336","ENSG00000170385.10",1316.1694532236,-0.950867392301273,0.248075833027742,-3.83297067149197,0.0001266050526176,0.0192326863595232,"SLC30A1"
"11496","ENSG00000171246.7",112.963218483015,-3.03624523789955,0.689200598150504,-4.40545937720808,1.05559933746069e-05,0.00404901515866485,"NPTX1"
"11587","ENSG00000171791.14",143.636058279115,1.35719475612324,0.332797924865179,4.07813467188252,4.53984686926906e-05,0.00995069578788502,"BCL2"
"11652","ENSG00000172086.9",177.104522470684,2.9879036916341,0.456631220245231,6.543362694363,6.01507109409131e-11,3.0763078598881e-07,"KRCC1"
"12105","ENSG00000174951.12",380.030606972642,1.68304140345845,0.28737098978006,5.8566851328541,4.72197155264315e-09,9.05615119152549e-06,"FUT1"
"12141","ENSG00000175189.4",15.4671414051491,2.831959630537,0.827291672737045,3.42316951066076,0.00061895466210132,0.049461569690732,"INHBC"
"12207","ENSG00000175591.12",499.378472535853,-1.00880314239399,0.260733283433508,-3.86909998259294,0.000109237843139758,0.0177636482016073,"P2RY2"
"12281","ENSG00000176092.17",1401.80027487847,-1.25919571987463,0.245854338122256,-5.12171446512556,3.02770121749829e-07,0.000284602017832031,"CRYBG2"
"12296","ENSG00000176170.14",918.296427793538,-1.08901511728894,0.303957854366155,-3.58278327618765,0.000339952642873522,0.0350714030600402,"SPHK1"
"12302","ENSG00000176209.12",257.489424898321,1.20565701607682,0.287735857746617,4.19015212604655,2.78767495459533e-05,0.00737436152213037,"SMIM19"
"12435","ENSG00000177173.5",11.1707948784194,-2.79855305151291,0.812458220545665,-3.44455010822998,0.000572010600359714,0.0476976013115168,NA
"12621","ENSG00000178462.12",12.7069276995341,3.77829549309203,0.987899705876673,3.82457396294002,0.000130998416152505,0.0197049872453714,"TUBAL3"
"12685","ENSG00000178919.9",58.6276340586122,1.60627094768238,0.463304358709198,3.46698863821955,0.000526324136659912,0.045113917479179,"FOXE1"
"12713","ENSG00000179046.9",534.788662668632,-0.803521985238838,0.230813506089306,-3.48126068899946,0.000499059515949607,0.0437028834240962,"TRIML2"
"12765","ENSG00000179348.13",1918.93394454666,-1.08250651936101,0.245220212789876,-4.41442614801327,1.01278282042795e-05,0.00404901515866485,"GATA2"
"12784","ENSG00000179477.11",51.6433382389134,1.70878268295059,0.478432041206905,3.57163094394758,0.000354765097397545,0.0358102690090166,"ALOX12B"
"13050","ENSG00000181585.7",60.149476032244,2.02406110869819,0.568021239808832,3.56335461923816,0.000366145513773732,0.0362148658418613,"TMIE"
"13057","ENSG00000181634.8",121.068179514466,2.12144052846124,0.51511578031827,4.11837611954051,3.81551588363254e-05,0.0091471031566522,"TNFSF15"
"13198","ENSG00000182648.15",105.204975575349,1.265232946449,0.322222184637465,3.92658546422719,8.61602864254962e-05,0.0156122311153474,"RNF32-DT"
"13536","ENSG00000184619.8",69.0712610321792,1.19831358137974,0.331754024299174,3.61205439455078,0.000303780823370987,0.0332831565306316,"KRBA2"
"13590","ENSG00000185010.15",128.495325335603,1.06684075925215,0.275614860921586,3.87076645898158,0.000108493694569324,0.0177636482016073,"F8"
"13639","ENSG00000185250.16",46.4232636478746,1.40946117388629,0.412137618856864,3.4198799366961,0.000626487795663045,0.0495474342724644,"PPIL6"
"13807","ENSG00000186104.11",165.547809927707,1.36189330896697,0.310638789678364,4.38417014944295,1.1642874844805e-05,0.00420146740483757,"CYP2R1"
"13875","ENSG00000186480.13",5542.7754865935,-2.78373619532623,0.61160815126535,-4.55150277112395,5.32640961301385e-06,0.00255384695913973,"INSIG1"
"13916","ENSG00000186732.14",14.2822809226348,-3.60589284198842,1.01577697127723,-3.54988638643226,0.000385397438822903,0.0371896409047786,"MPPED1"
"13998","ENSG00000187391.22",28.7272182364822,2.23503724390933,0.551573394453538,4.05211213300754,5.0757326350543e-05,0.0108028555547855,"MAGI2"
"14267","ENSG00000188910.8",1564.17072246883,-1.04871519256747,0.233035706293151,-4.50023393088192,6.78787200293987e-06,0.00306312706297372,"GJB3"
"14589","ENSG00000197019.5",118.383342045518,-1.51830557135123,0.424180161751271,-3.57938844919751,0.000344399219158298,0.0352274481303051,"SERTAD1"
"14648","ENSG00000197256.11",1830.09595831533,-0.778949187869386,0.214048342597144,-3.6391273971947,0.000273563447143521,0.0308623821288459,"KANK2"
"14653","ENSG00000197279.5",380.233944191335,-2.09947646914309,0.454011376156435,-4.62428163566477,3.7589884387741e-06,0.00198876412469348,"ZNF165"
"14890","ENSG00000198353.8",169.866311003492,1.40453006595248,0.35497865536857,3.95666061807062,7.60047911248413e-05,0.0145767688778555,"HOXC4"
"14936","ENSG00000198551.10",200.044980658686,0.847684765112853,0.246880168642795,3.43358792151244,0.00059564899006846,0.0484943553929457,"ZNF627"
"15043","ENSG00000198829.6",28.2158407196611,-3.28418592708969,0.905376406784026,-3.62742601031034,0.000286260769078922,0.0318268042027384,"SUCNR1"
"15065","ENSG00000198862.14",126.009752923602,-0.984419191330385,0.271782914064005,-3.62207902112108,0.000292244813242026,0.0322583609321756,"LTN1"
"15537","ENSG00000204923.4",128.84465100296,1.49853631949149,0.381728309727425,3.92566199913633,8.64915365185771e-05,0.0156122311153474,"FBXO48"
"15542","ENSG00000204941.14",23.8962404291531,-2.83095940996851,0.735700901540375,-3.84797599682315,0.000119097719010185,0.0188383123997244,"PSG5"
"15619","ENSG00000205426.11",42.104348049852,-1.52096886479809,0.427982312249727,-3.55381243865659,0.000379689895672751,0.0371056182758408,"KRT81"
"15624","ENSG00000205464.13",138.816975568104,1.68306724651257,0.480174665988862,3.50511462958274,0.000456410725470622,0.0411924103582103,NA
"16032","ENSG00000213030.6",19.1161783100693,-2.95677458730137,0.843159938193799,-3.50677784055457,0.000453567651699725,0.0411780383433662,"CGB8"
"16061","ENSG00000213085.10",44.8765593866988,-1.67378637388606,0.438919851618153,-3.81342144292486,0.000137056103384113,0.0202197287906004,"CFAP45"
"16360","ENSG00000213888.3",46.1674885105827,1.47167257525164,0.425588236837741,3.45797286641814,0.000544256195884772,0.0456312722046998,NA
"16422","ENSG00000214049.8",2955.44818439327,-3.39814964752406,0.378973995860252,-8.96670928518575,3.05505116009757e-19,4.6873649949377e-15,"UCA1"
"16916","ENSG00000218510.9",25.2875714187718,2.73310999691405,0.602799070760422,4.53403153635634,5.78683832276401e-06,0.00269052910261116,"LINC00339"
"17132","ENSG00000221955.11",38.784901221166,-1.82223265962127,0.427653079893365,-4.26100674891818,2.0350808686904e-05,0.00606724558685803,"SLC12A8"
"17541","ENSG00000224536.2",31.1464516008659,2.08992063673342,0.527812302291611,3.95959061139648,7.50783547175427e-05,0.0145767688778555,"CSRP1-AS1"
"17762","ENSG00000225265.2",20.9623432660148,2.00954967596535,0.548374509496671,3.66455705209533,0.000247767007845243,0.0294183237961675,"TAF1A-AS1"
"17920","ENSG00000225806.8",28.0489369375309,1.7954744768775,0.460580272631825,3.89828784159142,9.68752232240427e-05,0.017084558045132,NA
"18025","ENSG00000226200.7",44.5528578084633,1.67700950447609,0.484144086571405,3.46386447958557,0.000532474694576228,0.0453875513271282,NA
"18188","ENSG00000226752.10",510.56974970546,1.7056658074063,0.424383454121882,4.01916189436649,5.84055297528628e-05,0.0117910005657654,"CUTALP"
"18287","ENSG00000227036.10",1419.21648119965,1.49669236184676,0.425638295287786,3.51634798470096,0.00043752712578084,0.0399673994716148,"LINC00673"
"18288","ENSG00000227036.10",1419.21648119965,1.49669236184676,0.425638295287786,3.51634798470096,0.00043752712578084,0.0399673994716148,"LINC00511"
"18386","ENSG00000227354.7",99.9160617711075,2.28716637821437,0.442788779870022,5.16536660862489,2.3996811268101e-07,0.000284602017832031,"RBM26-AS1"
"18441","ENSG00000227540.1",54.2945054504988,1.55379524884748,0.374327629775687,4.15089650149143,3.31175509046571e-05,0.00816533593624933,"DNAJC9-AS1"
"18705","ENSG00000228437.5",14.7092050384766,-4.50119178112121,0.934858322278979,-4.81483843471414,1.47319032630458e-06,0.00094928768913014,NA
"18729","ENSG00000228509.7",30.6381019223741,-2.54293219615324,0.705952245530894,-3.60213061471444,0.000315619702111951,0.0336288408993311,NA
"18815","ENSG00000228801.8",143.18036233232,1.74540476999538,0.340973421725766,5.11888803872564,3.07342339179066e-07,0.000284602017832031,"PCMTD1-DT"
"18895","ENSG00000229043.3",348.625980694328,1.06169373212722,0.283299126494258,3.74760679732888,0.000178529830330075,0.0242405591748171,"ZFAND2A-DT"
"19292","ENSG00000230487.9",57.6219593186235,1.51542562780291,0.425457194165961,3.56187566829996,0.000368214760563799,0.0362148658418613,"PSMG3-AS1"
"19943","ENSG00000232677.11",23.9678858581054,-2.11035116560979,0.508753911256729,-4.14807850891364,3.35277432043087e-05,0.00816533593624933,"LINC00665"
"20103","ENSG00000233184.9",149.260320425327,1.89989476433485,0.369611911515574,5.14024225178359,2.74384476725461e-07,0.000284602017832031,"DPH5-DT"
"20128","ENSG00000233276.9",608.761784299538,-1.12017082565436,0.260321466642374,-4.30302902062714,1.68478772089866e-05,0.00527544857178533,"GPX1"
"20248","ENSG00000233654.2",79.4103117520199,1.86724324464701,0.474155704607593,3.93803813072822,8.21505419550966e-05,0.0151859730749042,"NEMP2-DT"
"20796","ENSG00000235513.2",68.9457452863526,2.73533134811997,0.718745331600055,3.80570311605453,0.000141401915722154,0.0202235728959316,NA
"21214","ENSG00000236859.8",118.520336098952,1.28760623964203,0.356779516342859,3.60896907098405,0.000307416254648065,0.0332831565306316,"NIFK-AS1"
"21976","ENSG00000240875.6",313.942356262975,2.04674447063588,0.31977084394283,6.4006600645611,1.54706668240361e-10,5.93416102702966e-07,"LINC00886"
"22358","ENSG00000243137.8",238.968882591392,-1.42215902390771,0.386077425168356,-3.68361093189417,0.000229953141854402,0.0284529923828395,"PSG4"
"22416","ENSG00000243479.3",62.0408320501983,1.89741718592536,0.468962513709375,4.04598902994884,5.21026729488451e-05,0.0108028555547855,"MNX1-AS1"
"22707","ENSG00000245556.5",201.323685798997,1.21576198009077,0.334642902558282,3.63301289463036,0.000280131013393774,0.0313726287481801,"SCAMP1-AS1"
"22796","ENSG00000247081.8",116.095904345758,1.4570221013714,0.301586911619955,4.8311847936142,1.35722958497498e-06,0.00094928768913014,"LOC105369147"
"22853","ENSG00000248092.8",413.717274776601,1.11482125609766,0.237655777307217,4.69090744912349,2.71995994015152e-06,0.00149490036529848,NA
"24018","ENSG00000253671.3",18.756367020647,2.8695595650817,0.669080431128271,4.28881107797871,1.7963208118361e-05,0.00551219004320026,"MTUS1-DT"
"24274","ENSG00000254635.6",241.3326282732,1.27380102173026,0.361951276933345,3.51926102464018,0.000432750707890415,0.0399673994716148,NA
"25186","ENSG00000258701.1",34.2195203531396,2.54710519881423,0.624155698392592,4.08088110927109,4.48653007928601e-05,0.00995069578788502,"LINC00638"
"25189","ENSG00000258708.1",32.4826830556027,2.08350927644129,0.570984330330027,3.64897802928677,0.000263285617556622,0.0301462032102332,"SLC25A21-AS1"
"25202","ENSG00000258738.1",45.7850822993607,1.64257892589945,0.422508348011774,3.8876839561373,0.00010120528204351,0.0172532515821508,"BAZ1A-AS1"
"25604","ENSG00000259877.3",39.4805307666797,1.54796221733674,0.441844143975642,3.50341231957591,0.000459337848955193,0.041214155652161,NA
"25625","ENSG00000259943.2",141.56326201287,1.41622656466997,0.293532134691765,4.82477520274613,1.40161262451813e-06,0.00094928768913014,NA
"26017","ENSG00000261159.1",11.9878177108162,2.92751774406763,0.775545253832351,3.77478648679922,0.000160144769332753,0.0221883188052478,NA
"26025","ENSG00000261188.3",99.2766500843984,1.40553725137352,0.369188195452629,3.80710236320074,0.000140604557742498,0.0202235728959316,"TFIP11-DT"
"26213","ENSG00000261801.8",236.803050555447,1.26822854917543,0.311796599959499,4.06748678253761,4.75229031763744e-05,0.0102696324427481,"LOXL1-AS1"
"26694","ENSG00000265688.2",33.7388054628857,1.67421352074408,0.456930920746546,3.66404076574355,0.000248267245039412,0.0294183237961675,"MILIP"
"27033","ENSG00000267317.2",222.17415218478,1.06575135898434,0.305969837488053,3.48319091755558,0.00049547488401793,0.0437028834240962,NA
"27924","ENSG00000271918.2",32.9859011877281,1.48056330341203,0.425279976626881,3.4813849341207,0.00049882805386635,0.0437028834240962,NA
"28287","ENSG00000273033.2",200.050040608104,1.89935808220132,0.456888525172876,4.15715864495097,3.22230233035618e-05,0.00816533593624933,"LINC02035"
"28371","ENSG00000273270.1",29.53975734841,2.10020205330355,0.563243709192737,3.72876255699978,0.00019242235433295,0.0256724885437431,NA
"28488","ENSG00000273702.1",37.4118236800514,1.54205728117078,0.438547057930524,3.51628691444804,0.000437627785389512,0.0399673994716148,NA
"28503","ENSG00000273763.4",277.57797417664,-0.822984000970636,0.225260118290368,-3.65348294769952,0.000258706977174667,0.0300538730681749,NA
"29905","ENSG00000281912.1",17.4373351942609,2.38743717200359,0.589802840751233,4.047856346305,5.16888525278154e-05,0.0108028555547855,"LINC01144"
"30023","ENSG00000283491.1",18.1717436891659,2.69806929555509,0.693562174629755,3.89016211415423,0.000100177275119057,0.0172532515821508,NA
"30123","ENSG00000284602.1",19.0746468872757,1.99224903041861,0.555944537358531,3.58353917799862,0.000338969894109519,0.0350714030600402,NA
"30809","ENSG00000286966.1",302.286736246644,-1.65312592992267,0.340625882013489,-4.85320117235603,1.21484343576545e-06,0.000931967141747467,NA
"31890","ENSG00000289850.1",370.741383973918,-1.9835159114327,0.434372688213132,-4.56639186867904,4.96190804849048e-06,0.00245582436090289,NA
"31974","ENSG00000290033.1",18.5303269366667,2.20047163950794,0.567249381416303,3.87919619059579,0.000104802204370856,0.0174780458876309,NA
"32155","ENSG00000290862.1",87.0307906008287,1.17914491980236,0.328801648104723,3.58618920129865,0.000335545549161293,0.0350714030600402,NA
"32207","ENSG00000290994.1",41.1844998519039,1.4323808728607,0.4140438818171,3.45949049307154,0.000541198381936984,0.045624213044281,NA
"32240","ENSG00000291071.1",28.7986626092007,2.05134310721197,0.556714952734095,3.68472787938886,0.000228947111757616,0.0284529923828395,NA
"32270","ENSG00000291110.1",302.328874997501,0.810414071878291,0.218202392462517,3.71404759926042,0.000203970403018905,0.02652133808067,NA
